path	sentence
common_voice_de_24418364.mp3	Dafür haben wir zahlreiche Beispiele erlebt.
common_voice_de_24418366.mp3	Das reicht diesen Menschen nicht!
common_voice_de_24418369.mp3	Heute ist das Schloss Steinegg in privatem Besitz.
common_voice_de_19551952.mp3	Der Überraschungsangriff gelang zunächst, doch konnte Alarich den Ausbruch einer Panik vermeiden.
common_voice_de_19551953.mp3	Die Beziehung endete drei Monate nach der Finalsendung.
common_voice_de_19551954.mp3	Zum Ortsteil gehören die Ortslagen Bruch und Hassel.
common_voice_de_19551956.mp3	Zwischen Dominikanern und Juden kan es aufgrund der engen Nachbarschaft immer wieder zu Konflikten.
common_voice_de_27020944.mp3	Auf der anderen Seite gibt es heftige Zerreißproben.
common_voice_de_27020945.mp3	Eine mögliche gemeinsame Herkunft mit den georgischen Bagratiden ist umstritten.
common_voice_de_27020946.mp3	Von dort wurde er in die Niederlande zum sc Heerenveen ausgeliehen.
common_voice_de_27020947.mp3	Auf keinen Fall dürfen Antibiotika routinemäßig oder vorbeugend eingesetzt werden.
common_voice_de_26587294.mp3	Die Weltmeere bedecken den Großteil der Erdoberfläche.
common_voice_de_26587295.mp3	Die Sammlung ist heute nicht mehr geschlossen erhalten.
common_voice_de_26587296.mp3	Bekannt wurde er durch die Hauptrolle in der Fernsehserie "Kottan ermittelt".
common_voice_de_26587297.mp3	Die Endkosten sind derart unterschiedlich, dass dies zu vollständig absurden Situationen führt.
common_voice_de_17683548.mp3	Der kleine Bach schlängelt sich durch den Wald, bis er schließlich eine Straße in einem Tunnel unterquert.
common_voice_de_17683549.mp3	Sprachverarbeitende Software muss diesen Umstand erkennen.
common_voice_de_17683550.mp3	Ruhe auf den billigen Plätzen!
common_voice_de_17683551.mp3	Dafür ist es aber für lau.
common_voice_de_26726226.mp3	Wir haben es mit einer Legitimationskrise schwersten Ausmaßes zu tun.
common_voice_de_26726227.mp3	Es sind keine Nachkommen von Wilhelm bekannt.
common_voice_de_26726229.mp3	Wenige Jahre später wurde das Stadio Centro Sportivo Comunale gebaut.
common_voice_de_26726231.mp3	Holloman spielte bereits im Teenageralter Theater.
common_voice_de_17856150.mp3	Knallharter Bodycheck!
common_voice_de_17856152.mp3	Wirf mal das Tuch rüber!
common_voice_de_17856153.mp3	Es ist bequem, sich immer in die Opferrolle zu begeben.
common_voice_de_17856154.mp3	Mein Schlitten hat Chromfelgen!
common_voice_de_19599060.mp3	Er lebt und arbeitet in Montrouge.
common_voice_de_19599061.mp3	Bereits auf der High School begann er mit dem Schreiben von Songs.
common_voice_de_19599064.mp3	Die Einwohner sprechen einen der westflämischen Dialekte des Niederländischen.
common_voice_de_19599066.mp3	Auf den Höhen am Unterlauf stehen mehrere Schlösser.
common_voice_de_28051580.mp3	Er leistet ausgezeichnete Arbeit.
common_voice_de_28051582.mp3	Sie haben längere Fühler als diese.
common_voice_de_28051584.mp3	In Long Pond gelang ihm mit dem zweiten Platz eine Podest-Platzierung.
common_voice_de_28051586.mp3	In der Folge kamen zu den Fußballern Turner, Leichtathleten, Fechter und ein Spielmannszug.
common_voice_de_22885437.mp3	Heute sind von der Fabrik keine Spuren mehr zu finden.
common_voice_de_22885441.mp3	Sind wir auf dem richtigen Weg, frage ich abschließend.
common_voice_de_22885443.mp3	Dieser Vorschlag wird jedoch von der herrschenden Meinung abgelehnt.
common_voice_de_22885447.mp3	Die Dreharbeiten fanden allerdings fast ausschließlich in der Uckermark statt.
common_voice_de_27021988.mp3	Er warb für Zigaretten sowie eine Schokolade mit seinem Spitznamen der chocolate "Diamante Negro".
common_voice_de_27021990.mp3	Für Grundlagen der Sensorik siehe Messgerät.
common_voice_de_27021991.mp3	Als baptistischer Prediger wurde Gomes ordiniert in der "First Baptist Church" von Plymouth, Massachusetts.
common_voice_de_27021992.mp3	Das Netzteil ist ein in sich geschlossenes Bauteil, das keiner Wartung bedarf.
common_voice_de_25390902.mp3	Außerdem hatte die Stadt die höchste Arbeitslosenquote im ganzen Land.
common_voice_de_25390903.mp3	Das Verfahren findet unter Normaldruck statt.
common_voice_de_25390905.mp3	Ich möchte kurz auf die Ausführungen meines Vorredners eingehen.
common_voice_de_25390906.mp3	Übersetzt aus der französischen Wikipedia
common_voice_de_19618943.mp3	Der Bahnhof wird stündlich von der Regionalbahn Aschersleben–Güsten–Bernburg–Köthen–Dessau bedient.
common_voice_de_19618944.mp3	Er war Nachfolger des Geschichtsschreibers Romuald im Amt des Erzbischofs von Salerno.
common_voice_de_19618947.mp3	Sie wurden auf dem Nationalfriedhof Arlington beerdigt.
common_voice_de_19618964.mp3	So soll der Westkopf der Anlage im Zuge des Projektes neu geordnet werden.
common_voice_de_23568603.mp3	Was geschieht denn dort?
common_voice_de_23568604.mp3	In München stellen sie allerdings eine Rarität dar.
common_voice_de_23568605.mp3	Sie wollen, dass der Nutzer zukünftig das europäische System auch bezahlt.
common_voice_de_23568607.mp3	Zuletzt hatte es ihm die Fliegerei angetan.
common_voice_de_20642993.mp3	Voruntersuchungen im Bereich Verkehr und Naturschutz sind bereits erfolgt.
common_voice_de_20642994.mp3	Der siebte und letzte Level ist demnach der Sonntag.
common_voice_de_20642995.mp3	Es ist die Landeshymne des österreichischen Bundeslandes Tirol.
common_voice_de_20642997.mp3	Im Inneren konnte der Kaiser das Oströmische Reich insgesamt stabilisieren.
common_voice_de_20224443.mp3	Vier Jahre später wurde er in diesem Amt bestätigt.
common_voice_de_20224444.mp3	Grades auftraten.
common_voice_de_20224446.mp3	Schon ein Jahr später ging die Schauspielerin nach Frankreich.
common_voice_de_20224448.mp3	Darauf entstanden die Siedlungshäuser für die Körting-Arbeiter.
common_voice_de_28863905.mp3	Ring und Feilchenfeldt erkannten, dass ein Teil der Bilder Fälschungen waren.
common_voice_de_28863907.mp3	Zwei Kilometer vor seiner Mündung passiert er Haus Dellwig nördlich.
common_voice_de_28863908.mp3	In einem Interview mit der Mutter erfuhren sie die Umstände seines Todes.
common_voice_de_28863909.mp3	Verlor eine Mannschaft in der regulären Spielzeit, erhielt diese keine Punkte.
common_voice_de_19728132.mp3	Die ursprüngliche Siedlung entstand um die gleichnamige Mühle.
common_voice_de_19728133.mp3	Die Strukturen sind von unterschiedlicher Höhe.
common_voice_de_19728135.mp3	Es folgte eine Reihe weiterer „Lexika“ zu einer Vielzahl von Themenbereichen.
common_voice_de_19728136.mp3	Während seines kurzen Lebens veröffentlichte er außer einer kleinen hebräischen Grammatik einige Erbauungsschriften.
common_voice_de_17499318.mp3	Die Luftwaffe hat uns soeben eine Nachricht übermittelt.
common_voice_de_17499319.mp3	In der Nähe von Passau kommt Ihnen ein Falschfahrer entgegen.
common_voice_de_17499321.mp3	Durch seine flache Bauweise hat das Fahrzeug einen hervorragenden Luftwiderstandsbeiwert.
common_voice_de_17499322.mp3	Deswegen ist die innere Siliziumschicht mit Bor dotiert.
common_voice_de_20012234.mp3	Alle Figuren haben bewegliche Gelenke.
common_voice_de_20012235.mp3	Liga ProA.
common_voice_de_20012236.mp3	Die Stadt liegt an der Eisenbahnstrecke Kiew-Poltawa-Charkiw.
common_voice_de_20012238.mp3	Der Schrein liegt im Westen von Kyōto.
common_voice_de_20064493.mp3	Diese hat ihren Ursprung in den im Hochgebirge herrschenden tiefen Temperaturen.
common_voice_de_20064494.mp3	Das Fahrwerk blieb während der Entwicklung weitgehend unverändert.
common_voice_de_20064495.mp3	Vom Severinstor selbst ist allerdings nur die Barbakane verblieben.
common_voice_de_20064521.mp3	Zusammen mit Maróczy teilte er den ersten Platz.
common_voice_de_19140972.mp3	Katharina die Große ist Herrscherin und steht auf dem Höhepunkt ihrer Macht.
common_voice_de_19140973.mp3	Albert Hofmann wuchs als ältestes von vier Geschwistern auf.
common_voice_de_19140975.mp3	Neben dem eigentlichen Studium konnte man auch Englisch und Spanisch lernen.
common_voice_de_19140976.mp3	Die Wogen haben sich nach diesem Streit geglättet.
common_voice_de_27039075.mp3	Das war unglaublich.
common_voice_de_27039078.mp3	Stroheim skizziert somit ein zynisch-triebhaftes Menschenbild.
common_voice_de_27039083.mp3	Das ist ein sehr wichtiger Punkt.
common_voice_de_27039087.mp3	Sie übten die Niedergerichtsbarkeit über Sipplingen aus.
common_voice_de_19561856.mp3	Hier gibt es kleinere Geschäfte, Strom, Mobilfunknetze, Fernsehgeräte.
common_voice_de_19561857.mp3	In dieser Einheit liegen die nördlichen Teile der Pforzheimer Stadtteile Nordstadt und Eutingen.
common_voice_de_19561858.mp3	Der Ort war namensgebend für das Geschlecht derer von Wirsberg.
common_voice_de_19561859.mp3	Das Füttern wird dann von den Arbeiterinnen übernommen.
common_voice_de_26861552.mp3	Feynman" anschaulich beschrieben.
common_voice_de_26861555.mp3	Sie hat bei größerer Ausdehnung das Aussehen eines dunkel-drohenden Bogens.
common_voice_de_26861559.mp3	Die Oberschwanzdecken sind schmutzigweiß.
common_voice_de_26861563.mp3	Das Rennen wird von der "Greenland Ski Association" als technischer Leitung begleitet.
common_voice_de_18499742.mp3	Gehst du kurz in den Aldi, oder fährst du bis zum Rewe?
common_voice_de_18499744.mp3	Manchmal ist es das Klügste, sich dumm zu stellen.
common_voice_de_18499745.mp3	Man muss das Spielchen ja nicht mitspielen.
common_voice_de_18499746.mp3	Bei dir sieht alles so einfach aus.
common_voice_de_19814345.mp3	Inwiefern müssen Christen gute Werke tun?
common_voice_de_19814346.mp3	In diesem Jahr wurde er zum Bezirksstaatsanwalt des Johnson County gewählt.
common_voice_de_19814347.mp3	Lebensjahr erreicht hatten, unterrichtet.
common_voice_de_19814348.mp3	Er lernte mit raschem Fortschritt Latein, Griechisch und Rhetorik.
common_voice_de_20198587.mp3	Aus seiner Familie stammten und stammen etliche Musiker, Dichter und Komponisten.
common_voice_de_20198588.mp3	Es begann in einer dunklen Nacht, in der ein starker Regen drohte.
common_voice_de_20198589.mp3	Brigham Young war von Beruf Schreiner.
common_voice_de_20198590.mp3	Anschließend arbeitete er an verschiedenen bodenkundlichen Instituten in Deutschland.
common_voice_de_17676165.mp3	Die Epoche wurde nach den riesigen Stadtmauern benannt.
common_voice_de_17676166.mp3	Webbrowser öffnen.
common_voice_de_17676167.mp3	Nichts ist so ausfallsicher wie simple, robuste Mechanik.
common_voice_de_17676168.mp3	Der antike Traktor hatte eine Fehlzündung.
common_voice_de_20284299.mp3	Vizeadmiral Behncke zog seine schweren Schiffe vorerst zurück und lief nach Westen ab.
common_voice_de_20284302.mp3	Der erste christliche König Ungarns, der hl.
common_voice_de_20284304.mp3	Diese ist zu unterscheiden von der demographischen Minderheit.
common_voice_de_20284312.mp3	In jungen Jahren veröffentlichte sie drei Märchen.
common_voice_de_18127449.mp3	Der Albtraum eines jeden Autofahrers!
common_voice_de_18127450.mp3	Überall stehen grasbewachsene Häuser wie im Auenland.
common_voice_de_18201918.mp3	Zur Verbesserung der Empfangssituation kann eine Außenantenne verwendet werden.
common_voice_de_18201920.mp3	Von dem Schock muss ich mich erst mal erholen.
common_voice_de_18201924.mp3	Wenn Kartoffeln Gemüse sind, sind Pommes es auch.
common_voice_de_25994838.mp3	Bei dem Unfall starb William Craig, der Secret-Service-Agent des Präsidenten.
common_voice_de_25994839.mp3	Obwohl die Pflanze in einigen Gebieten angebaut wird, wird sie anderswo als Unkraut angesehen.
common_voice_de_25994841.mp3	Der Nektar von Eukalyptus wird von Imkern hoch geschätzt.
common_voice_de_25994842.mp3	Rauchen, Bluthochdruck und Diabetes erhöhen auch das Risiko für Herz-Kreislauf-Erkrankungen.
common_voice_de_18254153.mp3	Gib mal her, ich fülle den Brotkorb nach.
common_voice_de_18254154.mp3	Der rote Teppich wird ausgerollt.
common_voice_de_21137690.mp3	Es kann keinen Binnenmarkt ohne diese garantierte Solidarität und Kohäsion geben.
common_voice_de_21137692.mp3	Natürlich ist der Handel nicht so etwas wie ein Zauberstab.
common_voice_de_21137693.mp3	Wenn man mit einer Stimme spricht, dann braucht man definitiv einen Boten.
common_voice_de_21137694.mp3	Meine Damen und Herren, ich möchte Sie bitten, keine Aussprache zu beginnen.
common_voice_de_20256101.mp3	Emma Thompson verkörpert die Schriftstellerin Karen Eiffel.
common_voice_de_20256103.mp3	Er wird im ägyptischen Totenbuch erwähnt.
common_voice_de_20256104.mp3	Die Möglichkeit der Umspurung war schon beim Bau vorgesehen gewesen.
common_voice_de_20256105.mp3	Dies zeigt, wie lichtschwach der rote Zwergstern tatsächlich ist.
common_voice_de_20013869.mp3	Er ist damit der am häufigsten mit diesem Preis ausgezeichnete Filmschaffende.
common_voice_de_20013872.mp3	Poul war der Älteste von neun Geschwistern.
common_voice_de_20013874.mp3	Das Kerngeschäft der Unternehmensgruppe bilden die beiden Gebiete Baustoffe und Tiefbau.
common_voice_de_20013875.mp3	Ein verwandtes Stück aus Räbke am Elm befindet sich im Wolfenbütteler Museum.
common_voice_de_23940580.mp3	Hussein und Saddam Kamel wurden überzeugt, zusammen mit ihren Ehefrauen in den Irak zurückzukehren.
common_voice_de_23940581.mp3	Im militärischen Fünfkampf werden jährlich Weltmeisterschaften ausgetragen.
common_voice_de_23940582.mp3	Ich verweise hier auf das von mir zur Verantwortung bezüglich der Kontrolle Gesagte.
common_voice_de_23940584.mp3	Die Parteien sind nach den Namen in Landessprache sortiert.
common_voice_de_32227562.mp3	Der weithin sichtbare zweitürmige Barockbau wurde auf einer Terrasse im Tal des Dorfbaches errichtet.
common_voice_de_32227563.mp3	Sie erlebte in ihrer Kindheit und Jugend den letzten Moment dieser alten Kultur.
common_voice_de_32227564.mp3	Er ist Teil der Teton Range in den Rocky Mountains.
common_voice_de_32227565.mp3	Sie gewann vor der Chinesin Liu Hong.
common_voice_de_18212691.mp3	Außerdem sind Sie nicht angeschnallt.
common_voice_de_18212694.mp3	Denken Sie noch mal darüber nach, wer wirklich Ihre Zielgruppe ist.
common_voice_de_18212696.mp3	Dabei geht es nicht immer gerecht zu.
common_voice_de_18212698.mp3	Fliege zurück zum Mutterschiff!
common_voice_de_18220189.mp3	Ich soll schön von ihr grüßen.
common_voice_de_18220191.mp3	Der Aufsatz enthält viele Zeichenfehler.
common_voice_de_18953197.mp3	Er hat es komplett vermasselt.
common_voice_de_18953200.mp3	In der Kälte verkauft der Herr seit zwei Stunden ofenfrische Brezeln.
common_voice_de_18953201.mp3	Da bekam der Monarch den ganzen Zorn des Volkes zu spüren.
common_voice_de_18953268.mp3	Der Flughafen ist aber nicht in München, sondern in der Nähe von Freising.
common_voice_de_19118081.mp3	An den Wänden der Seitenschiffe sind die Wunder Jesu Christi dargestellt.
common_voice_de_19118083.mp3	Die letzte Grenzbesetzung erfolgte zu Beginn des Zweiten Weltkriegs.
common_voice_de_19118084.mp3	So soll er den Ionischen Aufstand initiiert haben.
common_voice_de_19118085.mp3	Eustach wurde in der Faversham Abbey begraben.
common_voice_de_17537667.mp3	Der Trommler gefällt mir am besten.
common_voice_de_17537668.mp3	Ich schwöre, damit habe ich nichts zu tun.
common_voice_de_17537670.mp3	Mit mäßigem Interesse überflog Vincent die Schlagzeilen.
common_voice_de_28779082.mp3	Auch ferngesteuerte Modelle sind erhältlich.
common_voice_de_28779084.mp3	Griffe werden heute hauptsächlich aus Kunststoffen gefertigt, außerdem auch aus Holz oder Metall.
common_voice_de_28779085.mp3	Ihre Augen sind von ovaler Form und stehen horizontal, das Spritzloch ist klein.
common_voice_de_28779086.mp3	Ausgehend vom eigentlichen Inhalt geht der Server jedoch von einem harmlosen Bild aus.
common_voice_de_19836442.mp3	Er nahm an den Napoleonischen Kriegen teil.
common_voice_de_19836444.mp3	Über die Lebensweise ist wenig bekannt, da die Arten eine äußerst versteckte Lebensweise führen.
common_voice_de_19836446.mp3	Sie kann somit mehr Treibstoff aufnehmen und schwerere Nutzlasten in hohe Orbits befördern.
common_voice_de_19836447.mp3	Bürgermeister der Gemeinde ist Peter Steinbach, Amtsleiter Otto Nachtigal.
common_voice_de_17475194.mp3	Wieso seid ihr alle so sensationsgeil?, fragte Fiona vorwurfsvoll.
common_voice_de_17475195.mp3	Aus einem Zimmer war ein elendes Wimmern zu vernehmen.
common_voice_de_17475197.mp3	Aber er hat angefangen.
common_voice_de_17475198.mp3	Diese Funktion installieren.
common_voice_de_19129054.mp3	Im gleichen Jahr wurde in Braunschweig ein Schill-Denkmal errichtet.
common_voice_de_19129056.mp3	Die folgenden Stufen zeigen den typischen Bewuchs.
common_voice_de_19129057.mp3	Rund um die Gedenkstätte findet man Feldsteine mit den Namen seiner Peking-Hunde.
common_voice_de_19129058.mp3	Der tschechische Name ist slawischen Ursprungs.
common_voice_de_27043382.mp3	Nur über den Markt zu regulieren, ist meiner Meinung nach eine symptomatische Handlung.
common_voice_de_27043385.mp3	Prem liegt in der Region Oberland am Lech.
common_voice_de_27043386.mp3	Kapitaldeckung ist kein Wundermittel, um die Zukunft der Renten zu sichern.
common_voice_de_27043388.mp3	Danach kehrte er zurück an die Johns Hopkins Medical School.
common_voice_de_17888614.mp3	Konzentrieren Sie sich auf die Atmung.
common_voice_de_26044675.mp3	Eine Nachzählung wurde von Haeck eingeleitet, wo eine gerichtliche Nachzählung ihr Ansehen begründete.
common_voice_de_26044677.mp3	In der angewandten Chemie stand Franklands große Arbeit im Zusammenhang mit der Wasserversorgung.
common_voice_de_26044678.mp3	Das spanische Wort „perdido“ bedeutet im Deutschen „verloren“.
common_voice_de_26044679.mp3	World Vision verwendet die „Sponsor a Child“-Methode der Spendenbeschaffung.
common_voice_de_27957398.mp3	Dabei sinkt die Drehzahl des Motors schnell ab.
common_voice_de_27957399.mp3	Außerdem sind nur Sträucher, Hecken und Ähnliches zu mulchen, nicht Gemüse- oder Blumenbeete.
common_voice_de_27957400.mp3	Vorwiegend werden hoheitliche Maßnahmen durch Verwaltungsakt vollzogen.
common_voice_de_27957401.mp3	Auch die Verbreitung von schwimmenden Algen wie beispielsweise Seetang durch Meeresströmungen wird dazu gezählt.
common_voice_de_27125695.mp3	Einkreuzungen europäischer Rinderrassen führten zu keinen Verbesserungen.
common_voice_de_27125696.mp3	Fundorte der Neuburger Kieselerde sind Trichter und Einbrüche im darunter liegenden Jura-Kalkgestein.
common_voice_de_27125697.mp3	Ein Jahr später verließ er die Serie, um sich anderen Projekten zu widmen.
common_voice_de_27125698.mp3	Dazu sind auch bei diesen viele Anpassungen und Ausbauten nötig.
common_voice_de_17708732.mp3	Ich kann euch nichts mehr anbieten, es sei denn ihr wollt Wolle.
common_voice_de_17708734.mp3	Die Mona-Lisa in der Galerie ist natürlich nur eine Kopie.
common_voice_de_17708735.mp3	Ach Mist, der Reifen ist platt.
common_voice_de_19145166.mp3	Die Spaltöffnungen der Epidermis sind nicht eingesenkt.
common_voice_de_19145167.mp3	Der Text stammt von Carlo Karges, die Musik schrieb Uwe Fahrenkrog-Petersen.
common_voice_de_19145168.mp3	Die Bewohner lebten vom Fischfang und vom Ausrauben der am Kap gestrandeten Schiffe.
common_voice_de_19145169.mp3	Teil zu "Rome"“.
common_voice_de_27040273.mp3	Dabei lässt er sich von seiner echten Verlobten Anjali nicht stören.
common_voice_de_27040276.mp3	Bauplätze wurden zur Eigenentwicklung in Neubaugebieten ausgewiesen.
common_voice_de_27040281.mp3	Die Studie von Stokes et al.
common_voice_de_27040282.mp3	Die Tochter wurde laut Sage die erste „Entdeckerin“ von Grönland.
common_voice_de_19162605.mp3	Dagegen wehrten sich die Waal-Städte Nijmegen, Tiel und Dordrecht.
common_voice_de_19162606.mp3	Daraufhin verzichtete er auf weitere Forderungen.
common_voice_de_19162607.mp3	Nach Ahlers-Hestermanns Pensionierung wurde der Architekt Gustav Hassenpflug zum Nachfolger gewählt.
common_voice_de_19162608.mp3	Die Verpflichtung zu einer bestimmten behördlichen Handlung ist in diesem Fall regelmäßig nicht möglich.
common_voice_de_23697874.mp3	Kronprinz Zhuang hatte nämlich wenige Söhne, was zu seiner Zeit als unschicklich galt.
common_voice_de_23697877.mp3	Aufgrund der Niederlassungsfreiheit in der Europäischen Union konnten und können mit der Ltd.
common_voice_de_23697880.mp3	Dessen Kontrahent Ludwig der Bayer beanspruchte aufgrund seiner Wahl ebenfalls die Königskrone.
common_voice_de_23697881.mp3	Ihnen werden dort besondere Kräfte zugeschrieben.
common_voice_de_19653443.mp3	Als solcher trat er für eine Friedenspolitik zur Stabilisierung der Grenzen ein.
common_voice_de_19653445.mp3	Auf Gemeindeebene setzt sich der Kreis aus zwei Großgemeinden und einundzwanzig Gemeinden zusammen.
common_voice_de_19653448.mp3	Jennifer Meier arbeitete als Verwaltungsangestellte im Bürgeramt der Stadt Frankfurt am Main.
common_voice_de_19653452.mp3	Beim Wettbewerb spielen jeweils mehrere Teams einer Liga gegen die Clubs einer anderen.
common_voice_de_26681054.mp3	Außerdem wurden Veränderungen des Blutes und des Nervensystems analysiert.
common_voice_de_26681057.mp3	Als sein Bruder starb folgte er diesem in allen Funktionen nach.
common_voice_de_26681058.mp3	New Glasgow ist das Industriezentrum der Region.
common_voice_de_26681059.mp3	Pavillons und Gebäude wurden saniert.
common_voice_de_18217208.mp3	Vibrationsmotoren sind in der Regel ganz normale Motoren mit Unwucht.
common_voice_de_18217210.mp3	Sie zieht die dichtere, kalte Luft herunter.
common_voice_de_18217211.mp3	Mit jedem Geburtstag rückt der Tod etwas näher.
common_voice_de_18007761.mp3	E-Mail ist zwar kostenlos, geholfen wird dir aber nur am Telefon.
common_voice_de_18007762.mp3	Matthias ist ein Träumer.
common_voice_de_36493519.mp3	Ein Gebäude wurde dem Verein später als Erbbaurecht übergeben.
common_voice_de_36493520.mp3	Ihre Schwester war die Schriftstellerin Margarete Michaelson.
common_voice_de_36493521.mp3	Die Position des Kommas ist dabei fest vorgegeben, daher der Name.
common_voice_de_36493522.mp3	Ein hoher Kohlenstoffanteil erhöht diese Verluste enorm.
common_voice_de_19757931.mp3	Bis zur Pensionierung arbeitete Gudenus im Bundesministerium für Landesverteidigung.
common_voice_de_19757938.mp3	Sein Bruder Sebastian Karlsson ist ebenfalls professioneller Eishockeyspieler.
common_voice_de_19757943.mp3	Sie erzählt dem Leser ihre Lebensgeschichte von ihren Kindheitstagen bis zum jungen Erwachsenenalter.
common_voice_de_19757944.mp3	Gerühmt werden seine Begabungen als Poet, Kalligraph und "Biwa"-Spieler.
common_voice_de_26460111.mp3	Auf Flöße gesetzt und mit Schüssen angetrieben, überquerten diese den San.
common_voice_de_26460112.mp3	Das zeigt die hohe Akzeptanz.
common_voice_de_26460116.mp3	Spielen Sie nicht den einen Hut gegen den anderen Hut aus.
common_voice_de_26460118.mp3	Widerstandsbewegungen des Zweiten Weltkriegs hatten in Arzl einen Stützpunkt.
common_voice_de_24310602.mp3	Sie ist sowohl in der Bay of Fundy also auch im Sankt-Lorenz-Golf zu finden.
common_voice_de_24310603.mp3	Eine befriedigende Quantenfeldtheorie für die Gravitation wurde noch nicht gefunden.
common_voice_de_24310604.mp3	Die mittelalterlichen Gebäude der Burg wurden zu einem Gefängnis umgestaltet.
common_voice_de_24310606.mp3	Die Hauptrolle übernahm sein Sohn Charley Boorman.
common_voice_de_18205280.mp3	Mein Schreibtisch ist geradezu vorbildlich aufgeräumt.
common_voice_de_31377206.mp3	Ein Jahr später erfolgte seiner Ernennung zum Doktor der Philosophie.
common_voice_de_31377209.mp3	Die Böden sind mit Parkett ausgelegt.
common_voice_de_31377212.mp3	Lediglich Schönherr und Matt spielten auch in dieser Fassung ihre deutschsprachigen Rollen.
common_voice_de_31377214.mp3	Herr von Commercy.
common_voice_de_21758165.mp3	Schließlich möchte ich etwas zum Thema der europäischen Datenbank anmerken.
common_voice_de_21758167.mp3	Wir haben keine Lust, ein notwendiges Übel zu sein!
common_voice_de_21758168.mp3	Bei einigen Aspekte des Berichts haben wir allerdings größere Vorbehalte.
common_voice_de_21758176.mp3	Gute europäische Gesetzgebung baut Bürokratie und Verwaltungsaufwand ab.
common_voice_de_35223584.mp3	Der Cers ist der älteste überlieferte Name für einen Wind in Frankreich.
common_voice_de_35223586.mp3	Das sind drei Anlassfälle, die uns zu neuen Überlegungen bringen müssen.
common_voice_de_35223587.mp3	Das Indian Wells Masters findet direkt vor dem Miami Masters statt.
common_voice_de_35223589.mp3	Eichen dominierten dieses Feldgehölz.
common_voice_de_38646050.mp3	Sonst, glaube ich, wird es auf lange Sicht schlechte Verhältnisse in diesem Land geben.
common_voice_de_38646051.mp3	Es hat seinen Sitz in Oldenburg.
common_voice_de_38646053.mp3	Es hat seinen Sitz in Troyes und ist Suffraganbistum des Erzbistums Reims.
common_voice_de_38646054.mp3	Das markierte das erste Auftreten dieser Sprache beim Wettbewerb.
common_voice_de_20240370.mp3	Keine andere Veröffentlichung erreichte jedoch die Dramatik seines Hauptwerkes "Tsushima".
common_voice_de_20240371.mp3	Die Mittel flossen vor allem in die Industrie, in Supermärkte, Hotels und Casinos.
common_voice_de_20240372.mp3	Dieser Anstieg erfordert Trittsicherheit.
common_voice_de_20240373.mp3	Sein Nachfolger wurde Francisco Rodríguez.
common_voice_de_17512279.mp3	Die Filmmusik wurde von Hans Zimmer komponiert.
common_voice_de_17512280.mp3	Der Sprecher zieht mal wieder über seine Kollegen her.
common_voice_de_17512281.mp3	Suche Züge nach Hildesheim.
common_voice_de_17512282.mp3	Die Stelle ist stark angeschwollen.
common_voice_de_20222514.mp3	Das hatte zur Folge, dass das Schloss durch Bauern geplündert wurde.
common_voice_de_20222515.mp3	Er wird von einem Dachreiter mit Glocke bekrönt.
common_voice_de_20222516.mp3	Mit ihr spielte er außerdem in "The Wind" von Victor Sjöström mit.
common_voice_de_20222517.mp3	Inzwischen ist auch das Innenleben des Hauses wieder mit neuen Exponaten ausgestaltet worden.
common_voice_de_25075055.mp3	Val Kilmer hat die Songs im Film selber gesungen.
common_voice_de_25075056.mp3	Man muss sie auch in den gesamten institutionellen Mechanismus im Vorfeld der Erweiterung einbinden.
common_voice_de_25075057.mp3	Es ist an der Zeit, dieses Theater zu beenden.
common_voice_de_25075058.mp3	Das Havelländische Luch wird von der Eisenbahnschnellfahrstrecke Hannover–Berlin durchquert.
common_voice_de_24250946.mp3	Das haben wir jedoch bereits in dieser Aussprache gehört.
common_voice_de_24250949.mp3	Hauptberuflich ist sie Sportsoldatin.
common_voice_de_24250954.mp3	Bei den Olympischen Spielen in London schied er im Vorlauf aus.
common_voice_de_24250955.mp3	Sie ist kein Gegeneinander, sondern ein Miteinander.
common_voice_de_17761069.mp3	Das besagt ein altes chinesisches Sprichwort.
common_voice_de_19588574.mp3	Cruciger pflegte engen Kontakt zu Katharina von Bora.
common_voice_de_19588575.mp3	Die zugehörigen Regelungen sind aber in den deutschen Bundesländern verschieden.
common_voice_de_19588576.mp3	Es ist in einen zehn Meter hohen Felsblock gehauen.
common_voice_de_19588577.mp3	Ende September zog er sich wieder aus der Politik zurück.
common_voice_de_18889518.mp3	Ob das stimmt bin ich mir gar nicht so sicher.
common_voice_de_18889519.mp3	Was fällt Ihnen ein?
common_voice_de_18889521.mp3	Aber netter Versuch!
common_voice_de_18889522.mp3	Daran sieht man mal, wie viel die solare Einstrahlung selbst im Winter ausmacht.
common_voice_de_19993207.mp3	Vereinzelt werden noch heute ähnliche Instrumente für einfache Vermessungen eingesetzt.
common_voice_de_19993208.mp3	Doch auch dort dringen die Untoten ein.
common_voice_de_19993209.mp3	Auf der Insel Föhr ernähren sich die Weißstörche auch aus dem Wattenmeer.
common_voice_de_19993210.mp3	Sicherheitskräfte machten von Tränengas Gebrauch, um der Situation Herr zu werden.
common_voice_de_19660463.mp3	Bis zur Elektrifizierung verteilten sich die D-Züge ziemlich ausgeglichen auf beide Routen.
common_voice_de_19660464.mp3	Die Schobergruppe ist Teil des Nationalparks Hohe Tauern.
common_voice_de_19660469.mp3	Heinrich entstammte der Dynastie der Schlesischen Piasten.
